 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,보스곡,,最小三倍完全数 (GITADORA Style),EXCHAIN,ADV,6.55,,,,,보스곡,,三毛猫ロック,7thMIX,EXT,7.40,,,,,보스곡,,Virga Gigantum,GITADORA,EXT,7.90,,,,,보스곡,,neu,EXCHAIN,EXT,8.45,,,,,보스곡,,†闇鍋☆ROCK†,"Tri-Boost
Re:EVOLVE",MAS,9.30,,,,,보스곡,,バンブーソード・ガール,OverDrive,EXT,9.95,
,5500 ~ 5999 보그라,8F,처리력,,ビター・エスケープ ,Matixx,EXT,6.35,,,,23F,처리력,,React,HIGH-VOLTAGE,EXT,7.60,,,,38F,처리력,,キルト,GITADORA,EXT,8.15,,,,58F,기본기,,セツナトリップ,GITADORA,MAS,8.70,,,,78F,처리력,,Dynamis,V5,MAS,9.35,,,,98F,처리력,,子供の落書き帳,5thMIX,MAS,9.88,
,,,엇박,,おおきなこえで,HIGH-VOLTAGE,EXT,6.20,"DX
해금곡",,,,처리력,,ユグドラシルの欠片,Tri-Boost,MAS,7.35,,,,,처리력,,over there,V2,EXT,9.00,,,,,처리력,,The Kingsroad,Matixx,MAS,9.10,DX 해금곡,,,,체력곡,,"10,000,000,000",XG,MAS,9.35,,,,,처리력,,Mobius,HIGH-VOLTAGE,MAS,9.70,DX 해금곡
,,,엇박,,三毛猫JIVE&ジャイブ,XG,ADV,6.25,,,,,처리력,,Celestial Future,GALAXY WAVE,MAS,7.60,,,,,처리력,,葬送のエウロパ,Tri-Boost,EXT,8.15,DX 해금곡,,,,처리력,,Timepiece phase II,9thMIX,ADV,8.60,,,,,왼발곡,,グリーンリーフ症候群,EXCHAIN,MAS,9.40,DX 해금곡,,,,처리력?,,MODEL DD11,Tri-Boost,MAS,9.75,
,,,엇박,,たたえよ！絶対覇権アリーシャ帝国,EXCHAIN,EXT,6.30,,,,,"고BPM
+
체력곡",,ソリッド,NEX+AGE,EXT,7.20,,,,,"처리력
+
동시
밟기",,toy boxer (GITADORA Style),EXCHAIN,MAS,8.05, ,,,,왼발곡,,solitude,GITADORA,EXT,8.65,,,,,쌈바킥,,ひと夏の戯れYeah!!Samba,EXCHAIN,MAS,9.50,DX 해금곡,,,,왼발곡,,うさぎの国の不思議な旋律,HIGH-VOLTAGE,MAS,9.90,DX 해금곡
,,,엇박,,LEMON & SALT,OverDrive,ADV,6.20,,,,,셔플,,Shuffle cats,NEX+AGE,EXT,7.45,DX 해금곡,,,,왼발곡,,gloom,XG2,EXT,8.45,,,,,복합,,量子の海のリントヴルム（GITADOROCK Ver.）,GITADORA,EXT,8.55,,,,,DK,,悪魔のハニープリン,EXCHAIN,MAS,9.10,DX 해금곡,,,,체력곡,,鬼華-修羅の舞-,EXCHAIN,MAS,9.92,
,,,엇박,,チュッチュ♪マチュピチュ,HIGH-VOLTAGE,EXT,6.20,DX 해금곡,,,,"동시
밟기",,パレットナイトフロウ,FUZZ-UP,MAS,7.50,,,,,왼발곡,,摩天楼ノ特異点～Anti;HERO,Matixx,MAS,8.30,DX 해금곡,,,,고BPM,,Snowmelt,HIGH-VOLTAGE,MAS,9.10,DX 해금곡,,,,복합,,ジュピターガンズノベル,OverDrive,MAS,9.35,DX 해금곡,,,,"DK
+
체력곡",,悠久のPEGASUS,Tri-Boost,MAS,9.92,
,,,DK,,お米の美味しい炊き方、そしてお米を食べることによるその効果。,GITADORA,ADV,6.20,,,,,왼발,,ロマンティックのかけら,FUZZ-UP,MAS,7.30,,,,,DK,,輪廻転生,Tri-Boost,EXT,7.75,,,,,고BPM,,MANDARA,GITADORA,EXT,8.85,,,,,복합,,Secret Raid,FUZZ-UP,MAS,9.40,"해금곡
(현재
이벤트)",,,,DK,,モフモフしたいの,Tri-Boost,MAS,9.92,
,,,보스곡,,天泣,NEX+AGE,ADV,6.20,DX 해금곡,,,,보스곡,,MODEL DD5,9thMIX,ADV,7.45,DX 해금곡,,,,보스곡,,Let's Dance,EXCHAIN,EXT,8.00,DX 해금곡,,,,보스곡,,Megatonic Shaper,Matixx,EXT,8.95,,,,,보스곡,,Einherjar,XG,MAS,9.25,,,,,보스곡,,Cinnamon,Matixx,MAS,9.96,DX 해금곡
,,9F,처리력,,Adrenaline,XG2,EXT,6.65,,,,24F,처리력,,Next FUTURE,Matixx,MAS,7.40,,,,39F,처리력,,嘘 feat.ピコ,HIGH-VOLTAGE,EXT,8.50,DX 해금곡,,,59F,처리력,,passing shower,FUZZ-UP,MAS,8.90,"해금곡
(현재
이벤트)",,,79F,처리력,,MODEL DD2,6thMIX,MAS,9.45,,,,99F,처리력,,Skyscraper,Tri-Boost,MAS,9.95,
,,,처리력,,恋は臆病,V4,ADV,6.65,,,,,처리력,,箱庭のエチュード,EXCHAIN,EXT,7.30,,,,,처리력,,Behind the song of stars,FUZZ-UP,MAS,8.30,"해금곡
(현재
이벤트)",,,,처리력,,La fame di Adria,NEX+AGE,MAS,8.90,DX 해금곡,,,,처리력,,MODEL DD3,7thMIX,EXT,9.35,,,,,체력곡,,Brown blizzard,XG2,MAS,9.96,
,,,셔플,,pain,EXCHAIN,EXT,6.50,DX 해금곡,,,,처리력,,紫電一閃,Matixx,EXT,7.55,DX 해금곡,,,,처리력,,打打打打打打打打打打,GALAXY WAVE,MAS,8.40,,,,,처리력,,MODEL FT2,V3,EXT,8.50,,,,,왼발곡,,飛べないぼくと鳴かない黒猫,HIGH-VOLTAGE,MAS,9.10,"해금곡
(현재
해금이벤트)",,,,왼발곡,,overviews,XG3,MAS,9.97,
,,,처리력,,天弓ノ舞,NEX+AGE,EXT,6.30,,,,,셔플,,Hunter～どうしても欲しいもの～,XG,MAS,7.90,,,,,"처리력
+
변박",,Crystal Toybox,OverDrive,EXT,8.50,,,,,"왼발곡
+
약DK",,Genesis Creation Narrative,XG3,EXT,8.85,,,,,"왼발곡
+
DK",,MODEL DD9,XG,EXT,9.05,,,,,처리력,,FIFTH GIG,XG2,EXT,9.93,
,,,처리력,,Predator's Crypto Pt.2,XG3,ADV,6.30,,,,,체력곡,,HIGH-VOLT-AGE!!,HIGH-VOLTAGE,MAS,7.30,,,,,왼발곡,,ヒトリアソビ,V5,MAS,8.40,,,,,DK,,GIGA BREAK,GITADORA,EXT,8.85,,,,,복합,,MODEL DD10,XG3,MAS,9.50,,,,,체력곡,,Sonne,V6,MAS,9.91,
,,,처리력,,Clove,HIGH-VOLTAGE,ADV,6.00,DX 해금곡,,,,처리력,,虹の先に何があるか - Remaster -,GALAXY WAVE,MAS,8.00,,,,,복합,,MEGALOVANIA,HIGH-VOLTAGE,MAS,8.85,,,,,복합,,雷君,GITADORA,EXT,8.75,,,,,DK,,幸せの代償,EXCHAIN,MAS,9.35,DX 해금곡,,,,복합,,MODEL DD ULTIMATES,OverDrive,MAS,9.96,
,,,복합,,Clowing folly,EXCHAIN,MAS,7.30,,,,,복합,,終極,Tri-Boost,MAS,7.65,,,,,DK,,Immortal Bind,V4,EXT,8.15,,,,,"복합
+
변박",,幽明異境,OverDrive,MAS,8.65,DX 해금곡,,,,"DK
(셔터쾅
주의!)",,紅蓮,Tri-Boost,MAS,9.00,,,,,"DK
+
체력곡",,悠久のPEGASUS,Tri-Boost,MAS,9.92,
,,,보스곡,,かつて描いた夢は、今も色褪せぬまま。,EXCHAIN,ADV,6.20,DX 해금곡,,,,보스곡,,運命,NEX+AGE,EXT,7.30,,,,,보스곡,,1716 SAHARA MOON,EXCHAIN,EXT,8.15,DX 해금곡,,,,보스곡,,Obsidian,GITADORA,EXT,8.85,,,,,보스곡,,Virga Gigantum,GITADORA,MAS,9.45,,,,,보스곡,,The Least 100sec,4thMIX,MAS,9.94,
,,10F,처리력,,Spanish Snowy Dance (daybreak ver.),GITADORA,ADV,6.45,,,동칠 멸망전,25F,기본기,,Timepiece phase II,9thMIX,BSC,7.50,,,은칠 멸망전,40F,처리력,,Surge,Tri-Boost,MAS,8.20,,,금칠 멸망전,60F,처리력,,8 -eight-,GITADORA,EXT,9.00,,,명예 무지개,80F,처리력,,恐怖の右脳改革,XG,MAS,9.45,,,,100F,왼발곡,,Jungle,V6,MAS,9.95,
,,,처리력,,HYENA (Live Edit feat. 96),GITADORA,ADV,6.55,,,,,처리력,,Slip Into My Royal Blood,NEX+AGE,EXT,7.30,DX 해금곡,,,,처리력,,FOR YOUR BRAVE!!,FUZZ-UP,MAS,8.20,,,,,처리력,,Herring roe,5thMIX,EXT,9.10,,,,,처리력,,White Stream,HIGH-VOLTAGE,MAS,9.40,DX 해금곡,,,,DK?,,triangulum,Matixx,MAS,9.97,DX 해금곡
,,,처리력,,うさぎの国の不思議な旋律,HIGH-VOLTAGE,ADV,6.70,DX 해금곡,,,,처리력,,EXCELSIOR DIVE,XG2,ADV,7.05,,,,,"체력곡
+
약DK",,マネマネサイコトロピック,GITADORA,EXT,8.25,,,,,처리력,,Cleopatrysm,OverDrive,EXT,9.05,,,,,처리력,,DAY DREAM,3rdMIX,EXT,9.35,,,,,처리력,,A.DOGMA,V5,MAS,9.98,
,,,기본기,,ROOM,NEX+AGE,MAS,6.60,,,,,왼발,,Butterfly Effect,Tri-Boost,MAS,7.15,,,,,체력곡,,ネクロファンタジア 〜 Remix,HIGH-VOLTAGE,EXT,7.70,,,,,왼발곡,,Raspberry,"Tri-Boost
Re:EVOLVE",MAS,8.75,,,,,처리력,,over there,V2,MAS,9.80,,,,,처리력,,MODEL FT2 Miracle Version,V3,MAS,9.99,
,,,처리력,,White Forest,"Tri-Boost
Re:EVOLVE",ADV,6.85,,,,,오른발,,怒りと共に去りぬ！！,Tri-Boost,EXT,6.80,,,,,왼발곡,,Keiko my love,7thMIX,MAS,8.25,,,,,복합,,Knights Assault,EXCHAIN,MAS,8.75,,,,,왼발곡,,Mother Tree,GITADORA,MAS,9.40,,,,,체력곡,,月暈,FUZZ-UP,MAS,9.96,"해금곡
(현재
해금이벤트)"
,,,엇박,,ひまパンケーキメイキング,HIGH-VOLTAGE,EXT,6.60,,,,,DK,,狂鬼村正,Tri-Boost,EXT,6.85,,,,,DK,,Pursuer,HIGH-VOLTAGE,MAS,7.50,,,,,복합,,バンブーソード・ガール,OverDrive,EXT,8.90,,,,,체력곡,,ネクロファンタジア 〜 Remix,HIGH-VOLTAGE,MAS,9.10,,,,,체력곡,,Rock to Infinity,V5,MAS,9.98,
,,,고BPM,,Elemental Creation -GITADO ROCK ver.-,GITADORA,ADV,6.45,,,,,복합,,Symphonic Tear,NEX+AGE,MAS,7.30,,,,,"복합
(셔터쾅
주의!)",,Bereavement ,HIGH-VOLTAGE,EXT,8.20,,,,,복합,,黒髪乱れし修羅となりて～凛 edition～,Tri-Boost,MAS,8.95,,,,,"고속
DK",,輪廻転生,Tri-Boost,MAS,9.35,,,,,체력곡,,neu,EXCHAIN,MAS,9.96,
,,,보스곡,,The Metal Warrior,EXCHAIN,ADV,6.45,DX 해금곡,,,,보스곡,,キヤロラ衛星の軌跡,OverDrive,EXT,7.55,DX 해금곡,,,,보스곡,,かつて描いた夢は、今も色褪せぬまま。,EXCHAIN,EXT,7.85,DX 해금곡,,,,보스곡,,天弓ノ舞,NEX+AGE,MAS,8.95,,,,,보스곡,,ミカヅキ:コネクト,Matixx,MAS,9.50,,,,,보스곡,,DAY DREAM,3rdMIX,MAS,9.99,
,,11F,처리력,,グッバイ宣言,FUZZ-UP,MAS,7.00,,,,26F,처리력,,overcome,NEX+AGE,EXT,7.30,,,,41F,처리력,,九尾狐夜行,OverDrive,EXT,8.30,,,,61F,처리력,,Sonne,V6,EXT,8.95,,,,81F,처리력,,The Least 100sec,4thMIX,EXT,9.45,,,91F,,,,,,,,
,,,처리력,,夜の女王のアリア(GITADORA Edition),HIGH-VOLTAGE,EXT,6.60,DX 해금곡,,,,처리력,,Agnus Dei,9thMIX,EXT,8.15,,,,,"동시
밟기",,Arcadia,GALAXY WAVE,MAS,8.40,,,,,처리력,,Concertino in Blue,6thMIX,EXT,9.00,,,,,처리력,,HyperNebula,FUZZ-UP,MAS,9.50,"해금곡
(현재
이벤트)",,,,,,,,,,
,,,처리력,,ラジカル少女,Tri-Boost,EXT,6.60,,,,,처리력,,恋のメロディー,EXCHAIN,MAS,7.60,,,,,"DK
(셔터쾅
주의!)",,我甘党,FUZZ-UP,MAS,8.40,,,,,기본기,,SUIREN,GALAXY WAVE,MAS,9.20,"해금곡
(현재
이벤트)",,,,처리력,,Stella Sinistra,GITADORA,MAS,9.20,,,,,,,,,,,
,,,처리력,,摩天楼ノ特異点～Anti;HERO,Matixx,EXT,6.60,DX 해금곡,,,,왼발,,Take My Hand,V2,EXT,7.65,,,,,왼발곡,,Rosetta Stone,GITADORA,EXT,8.10,,,,,왼발곡,,Step forward,NEX+AGE,MAS,8.75,"DX
해금곡",,,,왼발곡,,The Splendid Expression,HIGH-VOLTAGE,MAS,9.55,"DX
해금곡",,,,,,,,,,
,,,기본기,,至上のラトゥーリア,NEX+AGE,MAS,6.45,,,,,뚜벅이,,とびっきりのふわっふわ,Tri-Boost,MAS,7.15,,,,,처리력,,Aftermath,HIGH-VOLTAGE,MAS,8.30,DX 해금곡,,,,체력곡,,Funky sonic World,9thMIX,EXT,9.15,,,,,왼발곡,,cockpit,9thMIX,MAS,9.50,,,,,,,,,,,
,,,셔플,,けもののおうじゃ★めうめう,Matixx,EXT,6.60,,,,,오른발,,幻想系世界修復少女 ,OverDrive,EXT,7.55,,,,,체력곡,,Be a Hero!,Matixx,EXT,8.25,,,,,"DK
+
체력곡",,Burning Cremation,Tri-Boost,MAS,8.65,,,,,"고속
DK",,お米の美味しい炊き方、そしてお米を食べることによるその効果。,GITADORA,EXT,9.30,,,,,,,,,,,
,,,엇박,,joker,9thMIX,ADV,6.55,,,,,복합,,Never Ever End,HIGH-VOLTAGE,MAS,7.95,,,,,"복합
(크로스
패턴)",,Devil Fish Dumpling,XG3,MAS,8.85,,,,,복합,,Dragon Blade -The Arrange-,EXCHAIN,MAS,8.65,"DX
해금곡",,,,복합,,幻想雷神記,XG2,MAS,9.30,,,,,,,,,,,
,,,보스곡,,LUCID NIGHTMARE,HIGH-VOLTAGE,ADV,6.20,"DX
해금곡",,,,보스곡,,去る金合戦,GITADORA,EXT,7.40,,,,,보스곡,,純真可憐デザイア,NEX+AGE,MAS,8.05,DX 해금곡,,,,보스곡,,SUPER SUMMER SALE,Matixx,MAS,8.60,,,,,보스곡,,Anathema,Tri-Boost,EXT,9.45,,,,,,,,,,,
,,12F,처리력,,カケラ,Tri-Boost,EXT,6.80,,,,27F,기본기,,真っ白な闇がすべてを塗り替えても,FUZZ-UP,EXT,8.00,,,,42F,처리력,,不可説不可説転,NEX+AGE,EXT,8.15,DX 해금곡,,,62F,처리력,,腐斯偽堕日本,V5,MAS,8.85,,,,82F,처리력,,Concertino in Blue,6thMIX,MAS,9.55,,,,,,,,,,,
,,,처리력,,MAD BLAST,8thMIX,ADV,6.90,,,,,처리력,,BLACK JACKAL (GITADORA STYLE),EXCHAIN,MAS,7.65,,,,,처리력,,REFLEXES MANIPULATION,"Tri-Boost
Re:EVOLVE",EXT,8.15,,,,,처리력,,スイーツはとまらない♪,FUZZ-UP,MAS,8.80,DX 해금곡,,,,처리력,,パーフェクトイーター,FUZZ-UP,MAS,9.30,DX 해금곡,,,,,,,,,,
,,,처리력,,RISE UP,HIGH-VOLTAGE,EXT,7.30,,,,,체력곡,,GLIDE,V2,EXT,7.65,,,,,"처리력
+
오른발",,万華鏡,8thMIX,EXT,8.05,,,,,DK,,モフモフしたいの,Tri-Boost,EXT,8.75,,,,,처리력,,Skyscraper,Tri-Boost,EXT,9.35,,,,,,,,,,,
,,,처리력,,ほしふり,XG3,EXT,6.80,,,,,체력곡,,Snowmelt,HIGH-VOLTAGE,EXT,7.50,DX 해금곡,,,,DK,,800nm,XG3,EXT,8.00,,,,,복합,,MODEL DD11,Tri-Boost,EXT,9.10,,,,,처리력,,Monogatary,GALAXY WAVE,MAS,9.50,"해금곡
(현재
이벤트)",,,,,,,,,,
,,,기본기,,寂寞たる世界の終末は,HIGH-VOLTAGE,EXT,6.90,,,,,오른발,,Excavation Damage,XG,MAS,7.55,,,,,왼발곡,,SCREW DRIVER,XG3,MAS,8.15,,,,,왼발곡,,One Phrase Blues,6thMIX,EXT,8.75,,,,,DK,,BLACK ROSES,"Tri-Boost
Re:EVOLVE",EXT,9.20,,,,,,,,,,,
,,,복합,,Eastern Lariat,XG3,ADV,6.50,,,,,뚜벅이,,XIII,Matixx,EXT,7.30,DX 해금곡,,,,왼발곡,,金輪際のエレジー,GITADORA,EXT,8.00,,,,,복합,,Violet Milky Way,HIGH-VOLTAGE,MAS,8.65,"DX
해금곡",,,,복합,,Invisible Farewell,NEX+AGE,MAS,9.25,"DX
해금곡",,,,,,,,,,
,,,"오른발
+
약DK",,我甘党,FUZZ-UP,EXT,7.00,,,,,DK,,DAWN,XG2,ADV,7.00,,,,,복합,,イノセントバイブル,NEX+AGE,MAS,8.30,,,,,DK,,Arena Sexarboris,GITADORA,EXT,8.65,,,,,복합,,MODEL DD13,NEX+AGE,MAS,9.40,"DX
해금곡",,,,,,,,,,
,,,보스곡,,ラビカル：トラップ,NEX+AGE,EXT,6.80,"DX
해금곡",,,,보스곡,,Fractus,EXCHAIN,MAS,7.80,DX 해금곡,,,,보스곡,,Limitless Possibility,XG,MAS,8.10,,,,,보스곡,,朧,"Tri-Boost
Re:EVOLVE",MAS,8.90,,,,,보스곡,,Conquistador,EXCHAIN,MAS,9.45,"DX
해금곡",,,,,,,,,,
,,13F,처리력,,Across the nightmare,drummania,EXT,6.50,,,,28F,처리력,,IMI,XG,EXT,8.15,,,,43F,처리력,,鬼姫,10thMIX,EXT,8.45,,,,63F,처리력,,Spanish Snowy Dance (daybreak ver.),GITADORA,EXT,9.05,,,,83F,처리력,,Serious Joke,FUZZ-UP,MAS,9.25,DX 해금곡,,,,,,,,,,
,,,처리력,,ヒトリアソビ,V5,EXT,6.80,,,,,처리력,,シンクロフィッシュ,EXCHAIN,MAS,7.75,,,,,처리력,,Awakening Wings,FUZZ-UP,MAS,7.80,,,,,처리력,,たまゆら,7thMIX,EXT,8.75,,,,,처리력,,Zero Visibility,GALAXY WAVE,MAS,9.70,"해금곡
(현재
해금이벤트)",,,,,,,,,,
,,,기본기,,空色デイズ,XG,MAS,7.20,,,,,처리력,,rage against usual,OverDrive,EXT,8.00,,,,,처리력,,風神雲龍伝,V6,EXT,8.45,,,,,뚜벅이,,双つ雲と暁の奏,XG3,EXT,8.85,,,,,왼발곡,,明鏡止水,10thMIX,MAS,9.50,,,,,,,,,,,
,,,"기본기
+
약DK",,恋のミラクルレシピ,Tri-Boost,EXT,6.90,,,,,처리력,,Nebulas,EXCHAIN,EXT,8.05,DX 해금곡,,,,체력곡,,ベビーステップ,HIGH-VOLTAGE,MAS,8.10,"해금곡
(현재
해금이벤트)",,,,왼발곡,,Escape Velocity,HIGH-VOLTAGE,MAS,9.20,"DX
해금곡",,,,왼발곡,,Durian,Tri-Boost Re:EVOLVE,MAS,9.50,"DX
해금곡",,,,,,,,,,
,,,고BPM,,U.N.オーエンは彼女なのか？,EXCHAIN,EXT,6.15,,,,,DK,,Fire in my heart,Tri-Boost,MAS,7.40,,,,,왼발곡,,ロマンスは終わらない,FUZZ-UP,MAS,8.40,"해금곡
(현재
해금이벤트)",,,,오른발,,NAKED SCREAM,OverDrive,EXT,8.75,,,,,복합,,ノクチルカ,GALAXY WAVE,MAS,9.50,,,,,,,,,,,
,,,고BPM,,ランカーキラーガール,NEX+AGE,EXT,6.85,,,,,고BPM,,voltississimo (GITADORA STYLE),EXCHAIN,EXT,7.80,,,,,왼발곡,,七福神,V3,EXT,8.25,,,,,복합,,Qwerty,GALAXY WAVE,MAS,9.15,"해금곡
(현재
이벤트)",,,,DK,,紫電一閃,Matixx,MAS,9.15,DX 해금곡,,,,,,,,,,
,,,"동시
밟기",,テレキャスタービーボーイ,FUZZ-UP,MAS,7.10,,,,,복합,,DEATH BRINGER,OverDrive,EXT,7.90,,,,,DK,,拍子迷宮2,NEX+AGE,MAS,8.00,DX 해금곡,,,,복합,,sola GITADORA ver.,GITADORA,EXT,8.90,,,,,DK,,Feed The Hunger,Tri-Boost,MAS,9.35,,,,,,,,,,,
,,,보스곡,,Knights Assault,EXCHAIN,EXT,6.55,,,,,보스곡,,Durian,Tri-Boost Re:EVOLVE,EXT,7.70,"DX
해금곡",,,,보스곡,,斑咲花,HIGH-VOLTAGE,EXT,8.10,DX 해금곡,,,,보스곡,,SEASONS,Tri-Boost,MAS,9.00,,,,,보스곡,,おおきなこえで,HIGH-VOLTAGE,MAS,9.20,"DX
해금곡",,,,,,,,,,
,,14F,처리력,,23-twenty three-,NEX+AGE,MAS,6.50,,,,29F,처리력,,clear:wings,NEX+AGE,EXT,7.60,DX 해금곡,,,44F,처리력,,Terra Car,Tri-Boost,EXT,8.10,,,,64F,처리력,,Veneficus Verticis,GITADORA,EXT,8.85,,,,84F,처리력,,Invitation from ZEN,GALAXY WAVE,MAS,9.15,"해금곡
(현재
해금이벤트)",,,,,,,,,,
,,,처리력,,Second Limit,GITADORA,EXT,6.55,,,,,처리력,,LAS-BOS,EXCHAIN,EXT,8.00,,,,,처리력,,雑踏、僕らの街,GALAXY WAVE,MAS,8.20,,,,,처리력,,Dynamis,V5,EXT,8.60,,,,,처리력,,背水之陣,Tri-Boost Re:EVOLVE,MAS,9.30,,,,,,,,,,,
,,,처리력,,ここからよろしく大作戦143,NEX+AGE,EXT,6.70,,,,,왼발곡,,Hard distance,XG3,EXT,7.90,,,,,"하이햇
+
왼발",,完全無欠の無重力ダイブ,Tri-Boost,MAS,8.40,,, ,,왼발곡,,サイレンサイン,Tri-Boost,MAS,8.90,,,,,처리력,,Idola,OverDrive,MAS,9.35,,,,,,,,,,,
,,,처리력,,逆さま♥シンデレラパレード,NEX+AGE,MAS,6.70,,,,,"뚜벅이
+
엇박",,林檎と蜂蜜,8thMIX,EXT,7.30,,,,,왼발곡,,Sweet feelin',Matixx,MAS,8.40,DX 해금곡,,,,왼발곡,,ラビカル：トラップ,NEX+AGE,MAS,9.00,"DX
해금곡",,,,복합,,ペルペトゥム・モビレ,HIGH-VOLTAGE,MAS,9.50,DX 해금곡,,,,,,,,,,
,,,"엇박
+
약간
왼발",,Mother Tree,GITADORA,ADV,6.60,,,,,"동시
밟기",,未練タラッタ,NEX+AGE,MAS,7.45,,,,,왼발곡,,前髪,XG2,EXT,8.00,,,,,처리력,,Fly with me,GITADORA,MAS,9.00,,,,,"처리력
(18/16
박자)",,1816 WIND,EXCHAIN,MAS,9.50,DX 해금곡,,,,,,,,,,
,,,처리력,,いきもの失格,GITADORA,EXT,6.60,,,,,복합,,振動デザイア,GITADORA,EXT,7.80,,,,,DK,,Unbelief,NEX+AGE,EXT,7.80,DX 해금곡,,,,"DK
(셔터쾅
주의!)",,War evasion,OverDrive,MAS,9.15,,,,,DK..?,,Nature(GITADORA ver.),OverDrive,MAS,9.50,,,,,,,,,,,
,,,복합?,,Hello,Tri-Boost Re:EVOLVE,MAS,6.30,,,,,복합,,過食性:アイドル症候群,OverDrive,MAS,7.85,,,,,셔플,,WILD RIDE,6thMIX,EXT,8.15,,,,,복합,,Astrum,GALAXY WAVE,MAS,9.30,"앙코르
해금곡",,,,DK,,ちくわパフェだよ☆ＣＫＰ (Yvya Remix),FUZZ-UP,MAS,9.55,DX 해금곡,,,,,,,,,,
,,,보스곡,,The Kingsroad,Matixx,EXT,6.85,DX 해금곡,,,,보스곡,,煉獄事変,Matixx,EXT,7.60,"DX
해금곡",,,,보스곡,,overcome,NEX+AGE,MAS,7.90,,,,,보스곡,,CALAMITY PHOENIX,XG,MAS,8.95,,,,,보스곡,,Before Daybreak,XG,MAS,9.15,"DX
해금곡",,,,,,,,,,
,,15F,처리력,,終わらぬ涙の海で,HIGH-VOLTAGE,EXT,6.70,,,,30F,처리력,,Hidden Emotions,EXCHAIN,EXT,7.20,DX 해금곡,,,45F,처리력,,チュッチュ♪マチュピチュ,HIGH-VOLTAGE,MAS,8.20,DX 해금곡,,,65F,처리력,,明鏡止水,10thMIX,EXT,9.05,,,,85F,처리력,,眠りの国のステラ,EXCHAIN,MAS,9.40,"DX
해금곡",,,,,,,,,,
,,,처리력,,Four Leaves,HIGH-VOLTAGE,EXT,7.00,DX 해금곡,,,,처리력,,Ater Regis -Alius-,Tri-Boost Re:EVOLVE,EXT,7.60,,,,,처리력,,夜の女王のアリア(GITADORA Edition),HIGH-VOLTAGE,MAS,8.45,DX 해금곡,,,,처리력,,Jungle,V6,ADV,9.05,,,,,처리력,,Elliptic Orbits,FUZZ-UP,MAS,9.60,"해금곡
(현재
해금이벤트)",,,,,,,,,,
,,,"처리력
+
DK",,Pluvia,EXCHAIN,ADV,6.85,"DX
해금곡",,,,기본기,,ビター・エスケープ,Matixx,MAS,7.90,,,,,처리력,,AXIS,V3,EXT,8.05,,,,,처리력,,O JIYA,6thMIX,EXT,9.05,,,,,"왼발
시작
DK",,Around 40,XG2,EXT,9.45,,,,,,,,,,,
,,,체력곡,,タンポポ,Tri-Boost Re:EVOLVE,EXT,6.85,,,,,왼발곡,,Lepton,XG2,EXT,7.80,,,,,기본기,,ぽかぽかレトロード,Tri-Boost,MAS,8.45,,,,,처리력,,Last Song,GITADORA,EXT,9.05,,,,,"DK
(셔터쾅
주의!)",,STULTI,GITADORA,MAS,9.25,,,,,,,,,,,
,,,왼발곡,,Summer Holiday,XG3,EXT,6.65,,,,,뚜벅이,,Run through life,HIGH-VOLTAGE,EXT,7.20,DX 해금곡,,,,DK,,黒髪乱れし修羅となりて,XG2,EXT,8.10,,,,,DK,,ホーンテッド★メイドランチ,GITADORA,EXT,8.65,,,,,"DK
+
체력곡",,Saiph,HIGH-VOLTAGE,EXT,9.10,DX 해금곡,,,,,,,,,,
,,,뚜벅이,,とびきりシュガータイム,Matixx,EXT,7.10,,,,,DK,,百鬼夜行,XG2,BSC,7.50,,,,,셔플,,Afterimage d'automne,EXCHAIN,EXT,8.45,,,,,복합,,MODEL FT4,Matixx,EXT,8.75,"DX
해금곡",,,,"복합
(셔터쾅
주의!)",,差無来!!,V3,MAS,9.25,,,,,,,,,,,
,,,"기본기
+
약DK",,X-Plan,XG2,ADV,6.60,,,,,복합,,MIND ERUPTION,Tri-Boost,EXT,7.80,,,,,왼발곡,,夜咄ディセイブ,GITADORA,EXT,8.40,,,,,복합,,恋はToxic! feat.Lilymone,FUZZ-UP,MAS,9.00,DX 해금곡,,,,"복합
(셔터쾅
주의!)",,Chinese Snowy Dance,XG2,MAS,9.45,DX 해금곡,,,,,,,,,,
,,,보스곡,,Anathema,Tri-Boost,ADV,6.95,DX 해금곡,,,,보스곡,,POLAR NIGHT,EXCHAIN,EXT,7.75,DX 해금곡,,,,보스곡,,FLOWER -TLION69 Remix-,XG3,EXT,8.25,,,,,보스곡,,空に触れる,FUZZ-UP,MAS,8.90,,,,,보스곡,,キケンな果実,GITADORA,EXT,9.25,,,,,,,,,,,
,15F,,,,,,,,,,,,,,,,,,,,,46F,처리력,,Bangin' Breaks,XG2,EXT,8.00,,,,66F,처리력,,Veneficus Verticis,GITADORA,EXT,8.85,,,,86F,처리력,,"Hard luck, Tough luck",FUZZ-UP,MAS,9.60,DX 해금곡,,,,,,,,,,
,,▼ 타워 변경내역 ▼,,,,,,,,,,,,,,,,,,,,,왼발곡,,Bloom Moment,NEX+AGE,MAS,8.25,,, ,,처리력,,GLACIER EXPRESS,FUZZ-UP,MAS,9.20, ,,,,처리력,,残像ニ繋ガレタ追憶ノHIDEAWAY,GALAXY WAVE,MAS,9.00,"해금곡
(현재
불가)",,,,,,,,,,
